-1	-1	1
-1	-0.9798	7.0606
-1	-0.9596	13.121
-1	-0.93939	19.182
-1	-0.91919	25.242
-1	-0.89899	31.303
-1	-0.87879	37.364
-1	-0.85859	43.424
-1	-0.83838	49.485
-1	-0.81818	55.545
-1	-0.79798	61.606
-1	-0.77778	67.667
-1	-0.75758	73.727
-1	-0.73737	79.788
-1	-0.71717	85.848
-1	-0.69697	91.909
-1	-0.67677	97.97
-1	-0.65657	104.03
-1	-0.63636	110.09
-1	-0.61616	116.15
-1	-0.59596	122.21
-1	-0.57576	128.27
-1	-0.55556	134.33
-1	-0.53535	140.39
-1	-0.51515	146.45
-1	-0.49495	152.52
-1	-0.47475	158.58
-1	-0.45455	164.64
-1	-0.43434	170.7
-1	-0.41414	176.76
-1	-0.39394	182.82
-1	-0.37374	188.88
-1	-0.35354	194.94
-1	-0.33333	201
-1	-0.31313	207.06
-1	-0.29293	213.12
-1	-0.27273	219.18
-1	-0.25253	225.24
-1	-0.23232	231.3
-1	-0.21212	237.36
-1	-0.19192	243.42
-1	-0.17172	249.48
-1	-0.15152	255.55
-1	-0.13131	261.61
-1	-0.11111	267.67
-1	-0.090909	273.73
-1	-0.070707	279.79
-1	-0.050505	285.85
-1	-0.030303	291.91
-1	-0.010101	297.97
-1	0.010101	304.03
-1	0.030303	310.09
-1	0.050505	316.15
-1	0.070707	322.21
-1	0.090909	328.27
-1	0.11111	334.33
-1	0.13131	340.39
-1	0.15152	346.45
-1	0.17172	352.52
-1	0.19192	358.58
-1	0.21212	364.64
-1	0.23232	370.7
-1	0.25253	376.76
-1	0.27273	382.82
-1	0.29293	388.88
-1	0.31313	394.94
-1	0.33333	401
-1	0.35354	407.06
-1	0.37374	413.12
-1	0.39394	419.18
-1	0.41414	425.24
-1	0.43434	431.3
-1	0.45455	437.36
-1	0.47475	443.42
-1	0.49495	449.48
-1	0.51515	455.55
-1	0.53535	461.61
-1	0.55556	467.67
-1	0.57576	473.73
-1	0.59596	479.79
-1	0.61616	485.85
-1	0.63636	491.91
-1	0.65657	497.97
-1	0.67677	504.03
-1	0.69697	510.09
-1	0.71717	516.15
-1	0.73737	522.21
-1	0.75758	528.27
-1	0.77778	534.33
-1	0.79798	540.39
-1	0.81818	546.45
-1	0.83838	552.52
-1	0.85859	558.58
-1	0.87879	564.64
-1	0.89899	570.7
-1	0.91919	576.76
-1	0.93939	582.82
-1	0.9596	588.88
-1	0.9798	594.94
-1	1	601
-0.9798	-1	1
-0.9798	-0.9798	7.0606
-0.9798	-0.9596	13.121
-0.9798	-0.93939	19.182
-0.9798	-0.91919	25.242
-0.9798	-0.89899	31.303
-0.9798	-0.87879	37.364
-0.9798	-0.85859	43.424
-0.9798	-0.83838	49.485
-0.9798	-0.81818	55.545
-0.9798	-0.79798	61.606
-0.9798	-0.77778	67.667
-0.9798	-0.75758	73.727
-0.9798	-0.73737	79.788
-0.9798	-0.71717	85.848
-0.9798	-0.69697	91.909
-0.9798	-0.67677	97.97
-0.9798	-0.65657	104.03
-0.9798	-0.63636	110.09
-0.9798	-0.61616	116.15
-0.9798	-0.59596	122.21
-0.9798	-0.57576	128.27
-0.9798	-0.55556	134.33
-0.9798	-0.53535	140.39
-0.9798	-0.51515	146.45
-0.9798	-0.49495	152.52
-0.9798	-0.47475	158.58
-0.9798	-0.45455	164.64
-0.9798	-0.43434	170.7
-0.9798	-0.41414	176.76
-0.9798	-0.39394	182.82
-0.9798	-0.37374	188.88
-0.9798	-0.35354	194.94
-0.9798	-0.33333	201
-0.9798	-0.31313	207.06
-0.9798	-0.29293	213.12
-0.9798	-0.27273	219.18
-0.9798	-0.25253	225.24
-0.9798	-0.23232	231.3
-0.9798	-0.21212	237.36
-0.9798	-0.19192	243.42
-0.9798	-0.17172	249.48
-0.9798	-0.15152	255.55
-0.9798	-0.13131	261.61
-0.9798	-0.11111	267.67
-0.9798	-0.090909	273.73
-0.9798	-0.070707	279.79
-0.9798	-0.050505	285.85
-0.9798	-0.030303	291.91
-0.9798	-0.010101	297.97
-0.9798	0.010101	304.03
-0.9798	0.030303	310.09
-0.9798	0.050505	316.15
-0.9798	0.070707	322.21
-0.9798	0.090909	328.27
-0.9798	0.11111	334.33
-0.9798	0.13131	340.39
-0.9798	0.15152	346.45
-0.9798	0.17172	352.52
-0.9798	0.19192	358.58
-0.9798	0.21212	364.64
-0.9798	0.23232	370.7
-0.9798	0.25253	376.76
-0.9798	0.27273	382.82
-0.9798	0.29293	388.88
-0.9798	0.31313	394.94
-0.9798	0.33333	401
-0.9798	0.35354	407.06
-0.9798	0.37374	413.12
-0.9798	0.39394	419.18
-0.9798	0.41414	425.24
-0.9798	0.43434	431.3
-0.9798	0.45455	437.36
-0.9798	0.47475	443.42
-0.9798	0.49495	449.48
-0.9798	0.51515	455.55
-0.9798	0.53535	461.61
-0.9798	0.55556	467.67
-0.9798	0.57576	473.73
-0.9798	0.59596	479.79
-0.9798	0.61616	485.85
-0.9798	0.63636	491.91
-0.9798	0.65657	497.97
-0.9798	0.67677	504.03
-0.9798	0.69697	510.09
-0.9798	0.71717	516.15
-0.9798	0.73737	522.21
-0.9798	0.75758	528.27
-0.9798	0.77778	534.33
-0.9798	0.79798	540.39
-0.9798	0.81818	546.45
-0.9798	0.83838	552.52
-0.9798	0.85859	558.58
-0.9798	0.87879	564.64
-0.9798	0.89899	570.7
-0.9798	0.91919	576.76
-0.9798	0.93939	582.82
-0.9798	0.9596	588.88
-0.9798	0.9798	594.94
-0.9798	1	601
-0.9596	-1	1
-0.9596	-0.9798	7.0606
-0.9596	-0.9596	13.121
-0.9596	-0.93939	19.182
-0.9596	-0.91919	25.242
-0.9596	-0.89899	31.303
-0.9596	-0.87879	37.364
-0.9596	-0.85859	43.424
-0.9596	-0.83838	49.485
-0.9596	-0.81818	55.545
-0.9596	-0.79798	61.606
-0.9596	-0.77778	67.667
-0.9596	-0.75758	73.727
-0.9596	-0.73737	79.788
-0.9596	-0.71717	85.848
-0.9596	-0.69697	91.909
-0.9596	-0.67677	97.97
-0.9596	-0.65657	104.03
-0.9596	-0.63636	110.09
-0.9596	-0.61616	116.15
-0.9596	-0.59596	122.21
-0.9596	-0.57576	128.27
-0.9596	-0.55556	134.33
-0.9596	-0.53535	140.39
-0.9596	-0.51515	146.45
-0.9596	-0.49495	152.52
-0.9596	-0.47475	158.58
-0.9596	-0.45455	164.64
-0.9596	-0.43434	170.7
-0.9596	-0.41414	176.76
-0.9596	-0.39394	182.82
-0.9596	-0.37374	188.88
-0.9596	-0.35354	194.94
-0.9596	-0.33333	201
-0.9596	-0.31313	207.06
-0.9596	-0.29293	213.12
-0.9596	-0.27273	219.18
-0.9596	-0.25253	225.24
-0.9596	-0.23232	231.3
-0.9596	-0.21212	237.36
-0.9596	-0.19192	243.42
-0.9596	-0.17172	249.48
-0.9596	-0.15152	255.55
-0.9596	-0.13131	261.61
-0.9596	-0.11111	267.67
-0.9596	-0.090909	273.73
-0.9596	-0.070707	279.79
-0.9596	-0.050505	285.85
-0.9596	-0.030303	291.91
-0.9596	-0.010101	297.97
-0.9596	0.010101	304.03
-0.9596	0.030303	310.09
-0.9596	0.050505	316.15
-0.9596	0.070707	322.21
